Name, Imax, %normal, %emergency, kW, kvar, NumCustomers, TotalCustomers, NumPhases, kVBase
Line.282438,    8.60076,     4.04,     3.68,    161.795,      75.03, 0, 3, 3, 7.2 
Line.285774,     1.3456,     0.84,     0.71,    24.5333,    11.4632, 0, 3, 3, 7.2 
Line.285775,     1.3456,     0.84,     0.71,    24.5331,    11.4631, 0, 3, 3, 7.2 
Line.298361,    273.333,    54.67,    49.70,   -5435.14,   -376.176, 0, 861, 3, 7.2 
Line.298362,    273.333,    54.67,    49.70,   -5432.46,   -371.905, 0, 861, 3, 7.2 
Line.298366,    273.333,    45.10,    40.98,    5435.14,    376.176, 0, 861, 3, 7.2 
Line.298367,    273.333,    42.91,    39.05,    5432.46,    371.905, 0, 861, 3, 7.2 
Line.318386,    8.61654,     5.39,     4.54,    161.506,    77.4535, 0, 168, 3, 7.2 
Line.318387,    25.4862,    15.93,    13.41,    429.706,     203.48, 0, 190, 3, 7.2 
Line.318388,    20.2739,    12.67,    10.67,   -380.315,    -180.35, 0, 180, 3, 7.2 
Line.S_0862099-DA1,    50.8416,    17.00,    13.60,    16.0739,    6.99899, 1, 1, 3, 0.12 
Line.S_0862099-DA2,    50.8416,    17.00,    13.60,    16.0739,    6.99899, 1, 1, 3, 0.12 
Line.S_0862099-DA3,    50.8416,    17.00,    13.60,    16.0739,    6.99899, 1, 1, 3, 0.12 
Line.S_1000663-DA1,    36.7182,     9.18,     6.12,    7.75631,    3.40944, 0, 0, 1, 0.24 
Line.S_1000663-DB1,    38.4016,     9.60,     6.40,    8.11462,    3.56838, 0, 0, 1, 0.24 
Line.S_1000663-DC1,     39.455,     9.86,     6.58,    8.33509,    3.66044, 3, 3, 1, 0.24 
Line.S_1000252-DB1,    56.8057,    14.20,     9.47,    12.0047,    5.23801, 1, 1, 1, 0.24 
Line.S_1001746-DA1,     101.58,    33.97,    27.18,    32.0948,    13.7353, 1, 1, 3, 0.12 
Line.S_1001746-DA2,     101.58,    33.97,    27.18,    32.0948,    13.7353, 1, 1, 3, 0.12 
Line.S_1001746-DA3,     101.58,    33.97,    27.18,    32.0948,    13.7353, 1, 1, 3, 0.12 
Line.S_1000502-DB1,    115.026,    28.76,    19.17,    24.3645,    10.4463, 1, 1, 1, 0.24 
Line.S_1000824-DA1,    12.2364,     3.06,     2.04,    2.57472,    1.12889, 0, 0, 1, 0.24 
Line.S_1000824-DA2,    12.2364,     3.06,     2.04,    2.57472,    1.12889, 0, 0, 1, 0.24 
Line.S_1000824-DA3,    12.2364,     3.06,     2.04,    2.57472,    1.12889, 0, 0, 1, 0.24 
Line.S_1000824-DB1,     12.801,     3.20,     2.13,     2.6972,    1.18782, 0, 0, 1, 0.24 
Line.S_1000824-DB2,     12.801,     3.20,     2.13,     2.6972,    1.18782, 0, 0, 1, 0.24 
Line.S_1000824-DB3,     12.801,     3.20,     2.13,     2.6972,    1.18782, 0, 0, 1, 0.24 
Line.S_1000824-DC1,    13.1471,     3.29,     2.19,    2.76475,    1.20935, 3, 3, 1, 0.24 
Line.S_1000824-DC2,    13.1471,     3.29,     2.19,    2.76475,    1.20935, 3, 3, 1, 0.24 
Line.S_1000824-DC3,    13.1471,     3.29,     2.19,    2.76475,    1.20935, 3, 3, 1, 0.24 
Line.S_1001745-DA1,    101.577,    33.97,    27.18,    32.0908,    13.7288, 1, 1, 3, 0.12 
Line.S_1001745-DA2,    101.577,    33.97,    27.18,    32.0908,    13.7288, 1, 1, 3, 0.12 
Line.S_1001745-DA3,    101.577,    33.97,    27.18,    32.0908,    13.7288, 1, 1, 3, 0.12 
Line.S_1001329-DA1,    50.8148,    16.99,    13.60,    16.0228,    6.91604, 1, 1, 3, 0.12 
Line.S_1001329-DA2,    50.8148,    16.99,    13.60,    16.0228,    6.91604, 1, 1, 3, 0.12 
Line.S_1001329-DA3,    50.8148,    16.99,    13.60,    16.0228,    6.91604, 1, 1, 3, 0.12 
Line.S_1001359-DA1,    169.082,    56.55,    45.24,    53.3876,    22.3441, 1, 1, 3, 0.12 
Line.S_1001359-DA2,    169.082,    56.55,    45.24,    53.3876,    22.3441, 1, 1, 3, 0.12 
Line.S_1001359-DA3,    169.082,    56.55,    45.24,    53.3876,    22.3441, 1, 1, 3, 0.12 
Line.S_1001330-DA1,    50.8182,    17.00,    13.60,    16.0285,    6.92528, 1, 1, 3, 0.12 
Line.S_1001330-DA2,    50.8182,    17.00,    13.60,    16.0285,    6.92528, 1, 1, 3, 0.12 
Line.S_1001330-DA3,    50.8182,    17.00,    13.60,    16.0285,    6.92528, 1, 1, 3, 0.12 
Line.S_1001330-DA4,    50.8182,    17.00,    13.60,    16.0285,    6.92528, 1, 1, 3, 0.12 
Line.S_1001330-DA5,    50.8182,    17.00,    13.60,    16.0285,    6.92528, 1, 1, 3, 0.12 
Line.S_1001330-DA6,    50.8182,    17.00,    13.60,    16.0285,    6.92528, 1, 1, 3, 0.12 
Line.S_1000672-DA1,    36.6845,     9.17,     6.11,    7.71932,    3.34886, 1, 1, 1, 0.24 
Line.S_1001708-DA1,    253.354,    84.73,    67.79,    80.1159,    32.8763, 1, 1, 3, 0.12 
Line.S_1001708-DA2,    253.354,    84.73,    67.79,    80.1159,    32.8763, 1, 1, 3, 0.12 
Line.S_1001708-DA3,    253.354,    84.73,    67.79,    80.1159,    32.8763, 1, 1, 3, 0.12 
Line.S_1001345-DA1,    50.8013,    16.99,    13.59,    15.9974,    6.87499, 1, 1, 3, 0.12 
Line.S_1001345-DA2,    50.8013,    16.99,    13.59,    15.9974,    6.87499, 1, 1, 3, 0.12 
Line.S_1001345-DA3,    50.8013,    16.99,    13.59,    15.9974,    6.87499, 1, 1, 3, 0.12 
Line.S_1000933-DA1,     10.165,     3.40,     2.72,    3.19688,    1.38495, 1, 1, 3, 0.12 
Line.S_1000933-DA2,     10.165,     3.40,     2.72,    3.19688,    1.38495, 1, 1, 3, 0.12 
Line.S_1000933-DA3,     10.165,     3.40,     2.72,    3.19688,    1.38495, 1, 1, 3, 0.12 
Line.S_1000933-DA4,     10.165,     3.40,     2.72,    3.19688,    1.38495, 1, 1, 3, 0.12 
Line.S_1000933-DA5,     10.165,     3.40,     2.72,    3.19688,    1.38495, 1, 1, 3, 0.12 
Line.S_1000933-DA6,     10.165,     3.40,     2.72,    3.19688,    1.38495, 1, 1, 3, 0.12 
Line.S_1000933-DA7,     10.165,     3.40,     2.72,    3.19688,    1.38495, 1, 1, 3, 0.12 
Line.S_1000933-DA8,     10.165,     3.40,     2.72,    3.19688,    1.38495, 1, 1, 3, 0.12 
Line.S_1000933-DA9,     10.165,     3.40,     2.72,    3.19688,    1.38495, 1, 1, 3, 0.12 
Line.S_1000933-DA10,     10.165,     3.40,     2.72,    3.19688,    1.38495, 1, 1, 3, 0.12 
Line.S_1000933-DA11,     10.165,     3.40,     2.72,    3.19688,    1.38495, 1, 1, 3, 0.12 
Line.S_1000933-DA12,     10.165,     3.40,     2.72,    3.19688,    1.38495, 1, 1, 3, 0.12 
Line.S_1000933-DA13,     10.165,     3.40,     2.72,    3.19688,    1.38495, 1, 1, 3, 0.12 
Line.S_1000933-DA14,     10.165,     3.40,     2.72,    3.19688,    1.38495, 1, 1, 3, 0.12 
Line.S_1000933-DA15,     10.165,     3.40,     2.72,    3.19688,    1.38495, 1, 1, 3, 0.12 
Line.S_1001823-DA1,    54.2736,    13.57,     9.05,    11.4263,    4.92755, 1, 1, 1, 0.24 
Line.S_1001822-DA1,    7.33663,     1.83,     1.22,    1.53818,   0.667646, 0, 0, 1, 0.24 
Line.S_1001822-DB1,    7.67596,     1.92,     1.28,     1.6123,   0.704114, 0, 0, 1, 0.24 
Line.S_1001822-DC1,    7.88207,     1.97,     1.31,    1.65092,   0.714052, 3, 3, 1, 0.24 
Line.S_1000042-DA1,    20.9671,     5.24,     3.49,    4.40789,    1.91942, 1, 1, 1, 0.24 
Line.S_1000042-DA2,    20.9671,     5.24,     3.49,    4.40789,    1.91942, 1, 1, 1, 0.24 
Line.S_1000042-DA3,    20.9671,     5.24,     3.49,    4.40789,    1.91942, 1, 1, 1, 0.24 
Line.S_1000042-DA4,    20.9671,     5.24,     3.49,    4.40789,    1.91942, 1, 1, 1, 0.24 
Line.S_1000042-DA5,    20.9671,     5.24,     3.49,    4.40789,    1.91942, 1, 1, 1, 0.24 
Line.S_1000042-DA6,    20.9671,     5.24,     3.49,    4.40789,    1.91942, 1, 1, 1, 0.24 
Line.S_1000042-DA7,    20.9671,     5.24,     3.49,    4.40789,    1.91942, 1, 1, 1, 0.24 
Line.S_1000077-DA1,    12.2318,     3.06,     2.04,     2.5697,    1.12066, 1, 1, 1, 0.24 
Line.S_1000077-DA2,    12.2318,     3.06,     2.04,     2.5697,    1.12066, 1, 1, 1, 0.24 
Line.S_1000077-DA3,    12.2318,     3.06,     2.04,     2.5697,    1.12066, 1, 1, 1, 0.24 
Line.S_1000077-DA4,    12.2318,     3.06,     2.04,     2.5697,    1.12066, 1, 1, 1, 0.24 
Line.S_1000077-DA5,    12.2318,     3.06,     2.04,     2.5697,    1.12066, 1, 1, 1, 0.24 
Line.S_1000077-DA6,    12.2318,     3.06,     2.04,     2.5697,    1.12066, 1, 1, 1, 0.24 
Line.S_1000474-DA1,    14.6775,     3.67,     2.45,    3.08378,    1.34382, 1, 1, 1, 0.24 
Line.S_1000474-DA2,    14.6775,     3.67,     2.45,    3.08378,    1.34382, 1, 1, 1, 0.24 
Line.S_1000474-DA3,    14.6775,     3.67,     2.45,    3.08378,    1.34382, 1, 1, 1, 0.24 
Line.S_1000474-DA4,    14.6775,     3.67,     2.45,    3.08378,    1.34382, 1, 1, 1, 0.24 
Line.S_1000474-DA5,    14.6775,     3.67,     2.45,    3.08378,    1.34382, 1, 1, 1, 0.24 
Line.S_1000043-DA1,    12.2319,     3.06,     2.04,    2.56973,     1.1207, 1, 1, 1, 0.24 
Line.S_1000043-DA2,    12.2319,     3.06,     2.04,    2.56973,     1.1207, 1, 1, 1, 0.24 
Line.S_1000043-DA3,    12.2319,     3.06,     2.04,    2.56973,     1.1207, 1, 1, 1, 0.24 
Line.S_1000043-DA4,    12.2319,     3.06,     2.04,    2.56973,     1.1207, 1, 1, 1, 0.24 
Line.S_1000043-DA5,    12.2319,     3.06,     2.04,    2.56973,     1.1207, 1, 1, 1, 0.24 
Line.S_1000043-DA6,    12.2319,     3.06,     2.04,    2.56973,     1.1207, 1, 1, 1, 0.24 
Line.S_1001567-DA1,    50.7988,    16.99,    13.59,    15.9914,    6.86529, 1, 1, 3, 0.12 
Line.S_1001567-DA2,    50.7988,    16.99,    13.59,    15.9914,    6.86529, 1, 1, 3, 0.12 
Line.S_1001567-DA3,    50.7988,    16.99,    13.59,    15.9914,    6.86529, 1, 1, 3, 0.12 
Line.S_1000233-DB1,    56.7131,    14.18,     9.45,    11.8982,    5.06589, 1, 1, 1, 0.24 
Line.S_1000569-DA1,    101.428,    33.92,    27.14,    31.8018,    13.2714, 1, 1, 3, 0.12 
Line.S_1000569-DA2,    101.428,    33.92,    27.14,    31.8018,    13.2714, 1, 1, 3, 0.12 
Line.S_1000569-DA3,    101.428,    33.92,    27.14,    31.8018,    13.2714, 1, 1, 3, 0.12 
Line.S_1000746-DA1,    101.423,    33.92,    27.14,    31.7927,    13.2571, 1, 1, 3, 0.12 
Line.S_1000746-DA2,    101.423,    33.92,    27.14,    31.7927,    13.2571, 1, 1, 3, 0.12 
Line.S_1000746-DA3,    101.423,    33.92,    27.14,    31.7927,    13.2571, 1, 1, 3, 0.12 
Line.S_1000608-DA1,    13.7423,     3.44,     2.29,    2.87019,    1.22649, 1, 1, 1, 0.24 
Line.S_1000608-DA2,    13.7423,     3.44,     2.29,    2.87019,    1.22649, 1, 1, 1, 0.24 
Line.S_1000608-DA3,    13.7423,     3.44,     2.29,    2.87019,    1.22649, 1, 1, 1, 0.24 
Line.S_1000608-DA4,    13.7423,     3.44,     2.29,    2.87019,    1.22649, 1, 1, 1, 0.24 
Line.S_1000608-DA5,    13.7423,     3.44,     2.29,    2.87019,    1.22649, 1, 1, 1, 0.24 
Line.S_1000608-DA6,    13.7423,     3.44,     2.29,    2.87019,    1.22649, 1, 1, 1, 0.24 
Line.S_1000608-DA7,    13.7423,     3.44,     2.29,    2.87019,    1.22649, 1, 1, 1, 0.24 
Line.S_1000608-DA8,    13.7423,     3.44,     2.29,    2.87019,    1.22649, 1, 1, 1, 0.24 
Line.S_1000609-DA1,    6.66285,     1.67,     1.11,    1.39034,   0.594164, 1, 1, 1, 0.24 
Line.S_1000609-DA2,    6.66285,     1.67,     1.11,    1.39034,   0.594164, 1, 1, 1, 0.24 
Line.S_1000609-DA3,    6.66285,     1.67,     1.11,    1.39034,   0.594164, 1, 1, 1, 0.24 
Line.S_1000609-DA4,    6.66285,     1.67,     1.11,    1.39034,   0.594164, 1, 1, 1, 0.24 
Line.S_1000609-DA5,    6.66285,     1.67,     1.11,    1.39034,   0.594164, 1, 1, 1, 0.24 
Line.S_1000609-DA6,    6.66285,     1.67,     1.11,    1.39034,   0.594164, 1, 1, 1, 0.24 
Line.S_1000609-DA7,    6.66285,     1.67,     1.11,    1.39034,   0.594164, 1, 1, 1, 0.24 
Line.S_1000609-DA8,    6.66285,     1.67,     1.11,    1.39034,   0.594164, 1, 1, 1, 0.24 
Line.S_1000609-DA9,    6.66285,     1.67,     1.11,    1.39034,   0.594164, 1, 1, 1, 0.24 
Line.S_1000609-DA10,    6.66285,     1.67,     1.11,    1.39034,   0.594164, 1, 1, 1, 0.24 
Line.S_1000609-DA11,    6.66285,     1.67,     1.11,    1.39034,   0.594164, 1, 1, 1, 0.24 
Line.S_1000610-DA1,    13.3248,     3.33,     2.22,    2.78185,    1.18733, 1, 1, 1, 0.24 
Line.S_1000610-DA2,    13.3248,     3.33,     2.22,    2.78185,    1.18733, 1, 1, 1, 0.24 
Line.S_1000610-DA3,    13.3248,     3.33,     2.22,    2.78185,    1.18733, 1, 1, 1, 0.24 
Line.S_1000610-DA4,    13.3248,     3.33,     2.22,    2.78185,    1.18733, 1, 1, 1, 0.24 
Line.S_1000610-DA5,    13.3248,     3.33,     2.22,    2.78185,    1.18733, 1, 1, 1, 0.24 
Line.S_1000610-DA6,    13.3248,     3.33,     2.22,    2.78185,    1.18733, 1, 1, 1, 0.24 
Line.S_1000610-DA7,    13.3248,     3.33,     2.22,    2.78185,    1.18733, 1, 1, 1, 0.24 
Line.S_1000610-DA8,    13.3248,     3.33,     2.22,    2.78185,    1.18733, 1, 1, 1, 0.24 
Line.S_1000610-DA9,    13.3248,     3.33,     2.22,    2.78185,    1.18733, 1, 1, 1, 0.24 
Line.S_1000610-DA10,    13.3248,     3.33,     2.22,    2.78185,    1.18733, 1, 1, 1, 0.24 
Line.S_1000610-DA11,    13.3248,     3.33,     2.22,    2.78185,    1.18733, 1, 1, 1, 0.24 
Line.S_1000611-DA1,    14.6563,     3.66,     2.44,    3.05932,    1.30428, 1, 1, 1, 0.24 
Line.S_1000611-DA2,    14.6563,     3.66,     2.44,    3.05932,    1.30428, 1, 1, 1, 0.24 
Line.S_1000611-DA3,    14.6563,     3.66,     2.44,    3.05932,    1.30428, 1, 1, 1, 0.24 
Line.S_1000611-DA4,    14.6563,     3.66,     2.44,    3.05932,    1.30428, 1, 1, 1, 0.24 
Line.S_1000611-DA5,    14.6563,     3.66,     2.44,    3.05932,    1.30428, 1, 1, 1, 0.24 
Line.S_1000612-DA1,    18.3201,     4.58,     3.05,    3.82542,    1.63022, 1, 1, 1, 0.24 
Line.S_1000612-DA2,    18.3201,     4.58,     3.05,    3.82542,    1.63022, 1, 1, 1, 0.24 
Line.S_1000612-DA3,    18.3201,     4.58,     3.05,    3.82542,    1.63022, 1, 1, 1, 0.24 
Line.S_1000612-DA4,    18.3201,     4.58,     3.05,    3.82542,    1.63022, 1, 1, 1, 0.24 
Line.S_1000612-DA5,    18.3201,     4.58,     3.05,    3.82542,    1.63022, 1, 1, 1, 0.24 
Line.S_1000612-DA6,    18.3201,     4.58,     3.05,    3.82542,    1.63022, 1, 1, 1, 0.24 
Line.S_1000612-DA7,    18.3201,     4.58,     3.05,    3.82542,    1.63022, 1, 1, 1, 0.24 
Line.S_1000612-DA8,    18.3201,     4.58,     3.05,    3.82542,    1.63022, 1, 1, 1, 0.24 
Line.S_1000598-DC1,    13.1213,     3.28,     2.19,    2.73501,    1.16127, 1, 1, 1, 0.24 
Line.S_1000598-DC2,    13.1213,     3.28,     2.19,    2.73501,    1.16127, 1, 1, 1, 0.24 
Line.S_1000598-DC3,    13.1213,     3.28,     2.19,    2.73501,    1.16127, 1, 1, 1, 0.24 
Line.S_1000598-DC4,    13.1213,     3.28,     2.19,    2.73501,    1.16127, 1, 1, 1, 0.24 
Line.S_1000598-DC5,    13.1213,     3.28,     2.19,    2.73501,    1.16127, 1, 1, 1, 0.24 
Line.S_1000598-DC6,    13.1213,     3.28,     2.19,    2.73501,    1.16127, 1, 1, 1, 0.24 
Line.S_1000598-DC7,    13.1213,     3.28,     2.19,    2.73501,    1.16127, 1, 1, 1, 0.24 
Line.S_1000598-DC8,    13.1213,     3.28,     2.19,    2.73501,    1.16127, 1, 1, 1, 0.24 
Line.S_1000598-DC9,    13.1213,     3.28,     2.19,    2.73501,    1.16127, 1, 1, 1, 0.24 
Line.S_1000599-DC1,     10.736,     2.68,     1.79,    2.23757,   0.950697, 1, 1, 1, 0.24 
Line.S_1000599-DC2,     10.736,     2.68,     1.79,    2.23757,   0.950697, 1, 1, 1, 0.24 
Line.S_1000599-DC3,     10.736,     2.68,     1.79,    2.23757,   0.950697, 1, 1, 1, 0.24 
Line.S_1000599-DC4,     10.736,     2.68,     1.79,    2.23757,   0.950697, 1, 1, 1, 0.24 
Line.S_1000599-DC5,     10.736,     2.68,     1.79,    2.23757,   0.950697, 1, 1, 1, 0.24 
Line.S_1000599-DC6,     10.736,     2.68,     1.79,    2.23757,   0.950697, 1, 1, 1, 0.24 
Line.S_1000599-DC7,     10.736,     2.68,     1.79,    2.23757,   0.950697, 1, 1, 1, 0.24 
Line.S_1000599-DC8,     10.736,     2.68,     1.79,    2.23757,   0.950697, 1, 1, 1, 0.24 
Line.S_1000599-DC9,     10.736,     2.68,     1.79,    2.23757,   0.950697, 1, 1, 1, 0.24 
Line.S_1000599-DC10,     10.736,     2.68,     1.79,    2.23757,   0.950697, 1, 1, 1, 0.24 
Line.S_1000599-DC11,     10.736,     2.68,     1.79,    2.23757,   0.950697, 1, 1, 1, 0.24 
Line.S_1000600-DC1,    8.74709,     2.19,     1.46,    1.82183,   0.773017, 1, 1, 1, 0.24 
Line.S_1000600-DC2,    8.74709,     2.19,     1.46,    1.82183,   0.773017, 1, 1, 1, 0.24 
Line.S_1000600-DC3,    8.74709,     2.19,     1.46,    1.82183,   0.773017, 1, 1, 1, 0.24 
Line.S_1000600-DC4,    8.74709,     2.19,     1.46,    1.82183,   0.773017, 1, 1, 1, 0.24 
Line.S_1000600-DC5,    8.74709,     2.19,     1.46,    1.82183,   0.773017, 1, 1, 1, 0.24 
Line.S_1000600-DC6,    8.74709,     2.19,     1.46,    1.82183,   0.773017, 1, 1, 1, 0.24 
Line.S_1000600-DC7,    8.74709,     2.19,     1.46,    1.82183,   0.773017, 1, 1, 1, 0.24 
Line.S_1000600-DC8,    8.74709,     2.19,     1.46,    1.82183,   0.773017, 1, 1, 1, 0.24 
Line.S_1000600-DC9,    8.74709,     2.19,     1.46,    1.82183,   0.773017, 1, 1, 1, 0.24 
Line.S_1000602-DC1,    9.84029,     2.46,     1.64,     2.0496,   0.869359, 1, 1, 1, 0.24 
Line.S_1000602-DC2,    9.84029,     2.46,     1.64,     2.0496,   0.869359, 1, 1, 1, 0.24 
Line.S_1000602-DC3,    9.84029,     2.46,     1.64,     2.0496,   0.869359, 1, 1, 1, 0.24 
Line.S_1000602-DC4,    9.84029,     2.46,     1.64,     2.0496,   0.869359, 1, 1, 1, 0.24 
Line.S_1000602-DC5,    9.84029,     2.46,     1.64,     2.0496,   0.869359, 1, 1, 1, 0.24 
Line.S_1000602-DC6,    9.84029,     2.46,     1.64,     2.0496,   0.869359, 1, 1, 1, 0.24 
Line.S_1000602-DC7,    9.84029,     2.46,     1.64,     2.0496,   0.869359, 1, 1, 1, 0.24 
Line.S_1000602-DC8,    9.84029,     2.46,     1.64,     2.0496,   0.869359, 1, 1, 1, 0.24 
Line.S_1000601-DC1,     9.8403,     2.46,     1.64,     2.0496,   0.869364, 1, 1, 1, 0.24 
Line.S_1000601-DC2,     9.8403,     2.46,     1.64,     2.0496,   0.869364, 1, 1, 1, 0.24 
Line.S_1000601-DC3,     9.8403,     2.46,     1.64,     2.0496,   0.869364, 1, 1, 1, 0.24 
Line.S_1000601-DC4,     9.8403,     2.46,     1.64,     2.0496,   0.869364, 1, 1, 1, 0.24 
Line.S_1000601-DC5,     9.8403,     2.46,     1.64,     2.0496,   0.869364, 1, 1, 1, 0.24 
Line.S_1000601-DC6,     9.8403,     2.46,     1.64,     2.0496,   0.869364, 1, 1, 1, 0.24 
Line.S_1000601-DC7,     9.8403,     2.46,     1.64,     2.0496,   0.869364, 1, 1, 1, 0.24 
Line.S_1000601-DC8,     9.8403,     2.46,     1.64,     2.0496,   0.869364, 1, 1, 1, 0.24 
Line.S_1000603-DB1,    16.4344,     4.11,     2.74,     3.4427,    1.48414, 1, 1, 1, 0.24 
Line.S_1000603-DB2,    16.4344,     4.11,     2.74,     3.4427,    1.48414, 1, 1, 1, 0.24 
Line.S_1000603-DB3,    16.4344,     4.11,     2.74,     3.4427,    1.48414, 1, 1, 1, 0.24 
Line.S_1000603-DB4,    16.4344,     4.11,     2.74,     3.4427,    1.48414, 1, 1, 1, 0.24 
Line.S_1000603-DB5,    16.4344,     4.11,     2.74,     3.4427,    1.48414, 1, 1, 1, 0.24 
Line.S_1000603-DB6,    16.4344,     4.11,     2.74,     3.4427,    1.48414, 1, 1, 1, 0.24 
Line.S_1000603-DB7,    16.4344,     4.11,     2.74,     3.4427,    1.48414, 1, 1, 1, 0.24 
Line.S_1000604-DB1,    7.67044,     1.92,     1.28,    1.60611,   0.694019, 1, 1, 1, 0.24 
Line.S_1000604-DB2,    7.67044,     1.92,     1.28,    1.60611,   0.694019, 1, 1, 1, 0.24 
Line.S_1000604-DB3,    7.67044,     1.92,     1.28,    1.60611,   0.694019, 1, 1, 1, 0.24 
Line.S_1000604-DB4,    7.67044,     1.92,     1.28,    1.60611,   0.694019, 1, 1, 1, 0.24 
Line.S_1000604-DB5,    7.67044,     1.92,     1.28,    1.60611,   0.694019, 1, 1, 1, 0.24 
Line.S_1000604-DB6,    7.67044,     1.92,     1.28,    1.60611,   0.694019, 1, 1, 1, 0.24 
Line.S_1000604-DB7,    7.67044,     1.92,     1.28,    1.60611,   0.694019, 1, 1, 1, 0.24 
Line.S_1000604-DB8,    7.67044,     1.92,     1.28,    1.60611,   0.694019, 1, 1, 1, 0.24 
Line.S_1000604-DB9,    7.67044,     1.92,     1.28,    1.60611,   0.694019, 1, 1, 1, 0.24 
Line.S_1000604-DB10,    7.67044,     1.92,     1.28,    1.60611,   0.694019, 1, 1, 1, 0.24 
Line.S_1000604-DB11,    7.67044,     1.92,     1.28,    1.60611,   0.694019, 1, 1, 1, 0.24 
Line.S_1000604-DB12,    7.67044,     1.92,     1.28,    1.60611,   0.694019, 1, 1, 1, 0.24 
Line.S_1000604-DB13,    7.67044,     1.92,     1.28,    1.60611,   0.694019, 1, 1, 1, 0.24 
Line.S_1000604-DB14,    7.67044,     1.92,     1.28,    1.60611,   0.694019, 1, 1, 1, 0.24 
Line.S_1000604-DB15,    7.67044,     1.92,     1.28,    1.60611,   0.694019, 1, 1, 1, 0.24 
Line.S_1000605-DB1,    13.9436,     3.49,     2.32,    2.91937,    1.25764, 1, 1, 1, 0.24 
Line.S_1000605-DB2,    13.9436,     3.49,     2.32,    2.91937,    1.25764, 1, 1, 1, 0.24 
Line.S_1000605-DB3,    13.9436,     3.49,     2.32,    2.91937,    1.25764, 1, 1, 1, 0.24 
Line.S_1000605-DB4,    13.9436,     3.49,     2.32,    2.91937,    1.25764, 1, 1, 1, 0.24 
Line.S_1000605-DB5,    13.9436,     3.49,     2.32,    2.91937,    1.25764, 1, 1, 1, 0.24 
Line.S_1000605-DB6,    13.9436,     3.49,     2.32,    2.91937,    1.25764, 1, 1, 1, 0.24 
Line.S_1000605-DB7,    13.9436,     3.49,     2.32,    2.91937,    1.25764, 1, 1, 1, 0.24 
Line.S_1000605-DB8,    13.9436,     3.49,     2.32,    2.91937,    1.25764, 1, 1, 1, 0.24 
Line.S_1000605-DB9,    13.9436,     3.49,     2.32,    2.91937,    1.25764, 1, 1, 1, 0.24 
Line.S_1000605-DB10,    13.9436,     3.49,     2.32,    2.91937,    1.25764, 1, 1, 1, 0.24 
Line.S_1000605-DB11,    13.9436,     3.49,     2.32,    2.91937,    1.25764, 1, 1, 1, 0.24 
Line.S_1000606-DB1,    9.58759,     2.40,     1.60,    2.00756,   0.866804, 1, 1, 1, 0.24 
Line.S_1000606-DB2,    9.58759,     2.40,     1.60,    2.00756,   0.866804, 1, 1, 1, 0.24 
Line.S_1000606-DB3,    9.58759,     2.40,     1.60,    2.00756,   0.866804, 1, 1, 1, 0.24 
Line.S_1000606-DB4,    9.58759,     2.40,     1.60,    2.00756,   0.866804, 1, 1, 1, 0.24 
Line.S_1000606-DB5,    9.58759,     2.40,     1.60,    2.00756,   0.866804, 1, 1, 1, 0.24 
Line.S_1000606-DB6,    9.58759,     2.40,     1.60,    2.00756,   0.866804, 1, 1, 1, 0.24 
Line.S_1000606-DB7,    9.58759,     2.40,     1.60,    2.00756,   0.866804, 1, 1, 1, 0.24 
Line.S_1000606-DB8,    9.58759,     2.40,     1.60,    2.00756,   0.866804, 1, 1, 1, 0.24 
Line.S_1000606-DB9,    9.58759,     2.40,     1.60,    2.00756,   0.866804, 1, 1, 1, 0.24 
Line.S_1000606-DB10,    9.58759,     2.40,     1.60,    2.00756,   0.866804, 1, 1, 1, 0.24 
Line.S_1000606-DB11,    9.58759,     2.40,     1.60,    2.00756,   0.866804, 1, 1, 1, 0.24 
Line.S_1000606-DB12,    9.58759,     2.40,     1.60,    2.00756,   0.866804, 1, 1, 1, 0.24 
Line.S_1000607-DB1,    9.58649,     2.40,     1.60,     2.0063,   0.864762, 1, 1, 1, 0.24 
Line.S_1000607-DB2,    9.58649,     2.40,     1.60,     2.0063,   0.864762, 1, 1, 1, 0.24 
Line.S_1000607-DB3,    9.58649,     2.40,     1.60,     2.0063,   0.864762, 1, 1, 1, 0.24 
Line.S_1000607-DB4,    9.58649,     2.40,     1.60,     2.0063,   0.864762, 1, 1, 1, 0.24 
Line.S_1000607-DB5,    9.58649,     2.40,     1.60,     2.0063,   0.864762, 1, 1, 1, 0.24 
Line.S_1000607-DB6,    9.58649,     2.40,     1.60,     2.0063,   0.864762, 1, 1, 1, 0.24 
Line.S_1000607-DB7,    9.58649,     2.40,     1.60,     2.0063,   0.864762, 1, 1, 1, 0.24 
Line.S_1000607-DB8,    9.58649,     2.40,     1.60,     2.0063,   0.864762, 1, 1, 1, 0.24 
Line.S_1001933-DA1,    337.237,   112.79,    90.23,    106.284,    42.1352, 1, 1, 3, 0.12 
Line.S_1001933-DA2,    337.237,   112.79,    90.23,    106.284,    42.1352, 1, 1, 3, 0.12 
Line.S_1001933-DA3,    337.237,   112.79,    90.23,    106.284,    42.1352, 1, 1, 3, 0.12 
Line.S_1000198-DA1,    14.6586,     3.66,     2.44,    3.06203,    1.30862, 1, 1, 1, 0.24 
Line.S_1000548-DA1,    73.2308,    18.31,    12.21,    15.3414,    6.45481, 1, 1, 1, 0.24 
