Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2, I3_1, Ang3_1, I3_2, Ang3_2, I3_3, Ang3_3, I3_4, Ang3_4, Iresid3, AngResid3
Line.LN5712587-3,    23.4174,   -59.91,          0,     0.00,          0,     0.00,          0,     0.00,    23.4174,   -59.91,    23.4176,   120.09,          0,     0.00,          0,     0.00,          0,     0.00,    23.4176,   120.09,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5503544-1,    346.705,   -49.39,    325.728,  -171.06,    223.828,    79.46,          0,     0.00,    108.773,  -120.45,    346.705,   130.61,    325.728,     8.94,    223.828,  -100.54,          0,     0.00,    108.773,    59.55,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5534969-3,    292.524,   -48.84,     299.22,  -170.90,    201.697,    80.84,          0,     0.00,    98.4798,  -135.99,    292.524,   131.16,     299.22,     9.10,    201.697,   -99.16,          0,     0.00,    98.4798,    44.01,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN8979248-1,    2.72785,   -55.24,    2.90999,  -176.25,    2.88229,    66.95,          0,     0.00,   0.311605,   134.86,    2.72795,   124.75,    2.91009,     3.74,     2.8824,  -113.06,          0,     0.00,   0.311594,   -45.14,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5594151-1,    1.36239,   -55.79,          0,     0.00,          0,     0.00,          0,     0.00,    1.36239,   -55.79,    1.36253,   124.19,          0,     0.00,          0,     0.00,          0,     0.00,    1.36253,   124.19,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5836178-1,    399.986,   -50.15,    382.055,  -171.79,    266.045,    77.49,          0,     0.00,     120.47,  -122.22,    399.986,   129.85,    382.056,     8.21,    266.045,  -102.51,          0,     0.00,     120.47,    57.78,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6140777-1,    19.3775,   -55.61,          0,     0.00,          0,     0.00,          0,     0.00,    19.3775,   -55.61,    19.3775,   124.39,          0,     0.00,          0,     0.00,          0,     0.00,    19.3775,   124.39,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6108135-1,   0.864909,    65.52,          0,     0.00,          0,     0.00,          0,     0.00,   0.864909,    65.52,   0.865296,  -114.57,          0,     0.00,          0,     0.00,          0,     0.00,   0.865296,  -114.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6381764-1,    10.4722,   -56.26,          0,     0.00,          0,     0.00,          0,     0.00,    10.4722,   -56.26,    10.4725,   123.74,          0,     0.00,          0,     0.00,          0,     0.00,    10.4725,   123.74,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6348948-1,    396.046,   -50.12,    382.061,  -171.79,    261.819,    77.65,          0,     0.00,     123.27,  -123.59,    396.047,   129.88,    382.063,     8.21,    261.819,  -102.35,          0,     0.00,    123.271,    56.41,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5502525-1,    1.26623,   -59.27,          0,     0.00,          0,     0.00,          0,     0.00,    1.26623,   -59.27,    1.26655,   120.67,          0,     0.00,          0,     0.00,          0,     0.00,    1.26655,   120.67,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5651977-3,    4.05389,   -58.66,          0,     0.00,          0,     0.00,          0,     0.00,    4.05389,   -58.66,    4.05398,   121.34,          0,     0.00,          0,     0.00,          0,     0.00,    4.05398,   121.34,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN8961800-2,    5.74683,    65.03,          0,     0.00,          0,     0.00,          0,     0.00,    5.74683,    65.03,     5.7495,  -115.07,          0,     0.00,          0,     0.00,          0,     0.00,     5.7495,  -115.07,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5956502-1, 0.000608353,   169.92,          0,     0.00,          0,     0.00,          0,     0.00, 0.000608353,   169.92,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5958706-1,    2.80933,   178.45,          0,     0.00,          0,     0.00,          0,     0.00,    2.80933,   178.45,    2.80947,    -1.56,          0,     0.00,          0,     0.00,          0,     0.00,    2.80947,    -1.56,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5623399-1,    1.45134,    64.57,          0,     0.00,          0,     0.00,          0,     0.00,    1.45134,    64.57,    1.45166,  -115.47,          0,     0.00,          0,     0.00,          0,     0.00,    1.45166,  -115.47,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5623396-1,    11.5175,   178.15,          0,     0.00,          0,     0.00,          0,     0.00,    11.5175,   178.15,    11.5179,    -1.86,          0,     0.00,          0,     0.00,          0,     0.00,    11.5179,    -1.86,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5532734-1,    9.04342,   178.00,          0,     0.00,          0,     0.00,          0,     0.00,    9.04342,   178.00,    9.04376,    -2.01,          0,     0.00,          0,     0.00,          0,     0.00,    9.04376,    -2.01,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5651961-1,    1.27627,   -59.69,          0,     0.00,          0,     0.00,          0,     0.00,    1.27627,   -59.69,    1.27665,   120.25,          0,     0.00,          0,     0.00,          0,     0.00,    1.27665,   120.25,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6137015-1,    14.8678,   -56.24,          0,     0.00,          0,     0.00,          0,     0.00,    14.8678,   -56.24,    14.8681,   123.76,          0,     0.00,          0,     0.00,          0,     0.00,    14.8681,   123.76,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6019478-1,    1.72974,    65.53,          0,     0.00,          0,     0.00,          0,     0.00,    1.72974,    65.53,    1.73019,  -114.52,          0,     0.00,          0,     0.00,          0,     0.00,    1.73019,  -114.52,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6376200-2,    8.98263,   -59.72,          0,     0.00,          0,     0.00,          0,     0.00,    8.98263,   -59.72,    8.98318,   120.27,          0,     0.00,          0,     0.00,          0,     0.00,    8.98318,   120.27,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5926294-1,    1.46837,    66.44,          0,     0.00,          0,     0.00,          0,     0.00,    1.46837,    66.44,    1.46868,  -113.60,          0,     0.00,          0,     0.00,          0,     0.00,    1.46868,  -113.60,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6108130-5,    1.72047,   178.27,          0,     0.00,          0,     0.00,          0,     0.00,    1.72047,   178.27,    1.72078,    -1.77,          0,     0.00,          0,     0.00,          0,     0.00,    1.72078,    -1.77,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6077782-1,    56.9733,   -59.46,    14.8733,   179.13,    27.6845,    65.03,          0,     0.00,    35.0385,   -42.67,    56.9743,   120.53,    14.8743,    -0.88,    27.6851,  -114.98,          0,     0.00,    35.0385,   137.33,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6286966-2,   0.830763,   178.85,          0,     0.00,          0,     0.00,          0,     0.00,   0.830763,   178.85,   0.830951,    -1.20,          0,     0.00,          0,     0.00,          0,     0.00,   0.830951,    -1.20,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN8979346-3,    1.90868,   -58.03,          0,     0.00,          0,     0.00,          0,     0.00,    1.90868,   -58.03,    1.90996,   121.81,          0,     0.00,          0,     0.00,          0,     0.00,    1.90996,   121.81,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5562947-1,    13.6099,   179.89,          0,     0.00,          0,     0.00,          0,     0.00,    13.6099,   179.89,    13.6101,    -0.11,          0,     0.00,          0,     0.00,          0,     0.00,    13.6101,    -0.11,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN81048107-2,    9.47631,  -176.14,          0,     0.00,          0,     0.00,          0,     0.00,    9.47631,  -176.14,    9.47772,     3.82,          0,     0.00,          0,     0.00,          0,     0.00,    9.47772,     3.82,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5655838-1,    13.9268,   -51.50,     15.231,  -171.51,    14.2479,    69.17,          0,     0.00,    1.33856,   172.79,    13.9274,   128.49,    15.2316,     8.49,    14.2483,  -110.84,          0,     0.00,    1.33857,    -7.21,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6017297-1,    8.48469,   -59.58,          0,     0.00,          0,     0.00,          0,     0.00,    8.48469,   -59.58,    8.48486,   120.41,          0,     0.00,          0,     0.00,          0,     0.00,    8.48486,   120.41,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5956456-1,     14.329,   178.29,          0,     0.00,          0,     0.00,          0,     0.00,     14.329,   178.29,    14.3301,    -1.73,          0,     0.00,          0,     0.00,          0,     0.00,    14.3301,    -1.73,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6108148-1,   0.514032,   -55.65,          0,     0.00,          0,     0.00,          0,     0.00,   0.514032,   -55.65,   0.514367,   124.21,          0,     0.00,          0,     0.00,          0,     0.00,   0.514367,   124.21,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN81048100-7,    27.0279,  -176.20,          0,     0.00,          0,     0.00,          0,     0.00,    27.0279,  -176.20,     27.028,     3.80,          0,     0.00,          0,     0.00,          0,     0.00,     27.028,     3.80,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5928545-1,    2.28505,    64.91,          0,     0.00,          0,     0.00,          0,     0.00,    2.28505,    64.91,    2.28507,  -115.09,          0,     0.00,          0,     0.00,          0,     0.00,    2.28507,  -115.09,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5624291-1,    30.3286,    70.00,          0,     0.00,          0,     0.00,          0,     0.00,    30.3286,    70.00,     30.329,  -110.00,          0,     0.00,          0,     0.00,          0,     0.00,     30.329,  -110.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6134417-2,    1.85779,   -54.54,          0,     0.00,          0,     0.00,          0,     0.00,    1.85779,   -54.54,    1.85783,   125.45,          0,     0.00,          0,     0.00,          0,     0.00,    1.85783,   125.45,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5504713-3,    5.29276,   -54.44,          0,     0.00,          0,     0.00,          0,     0.00,    5.29276,   -54.44,      5.293,   125.55,          0,     0.00,          0,     0.00,          0,     0.00,      5.293,   125.55,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5895784-1,    5.66403,   -55.68,          0,     0.00,          0,     0.00,          0,     0.00,    5.66403,   -55.68,    5.66427,   124.31,          0,     0.00,          0,     0.00,          0,     0.00,    5.66427,   124.31,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5683858-2,    2.60541,   -59.55,    4.17323,   178.90,    2.93594,    64.92,          0,     0.00,     1.6813,   162.95,    2.60563,   120.44,    4.17345,    -1.11,    2.93607,  -115.10,          0,     0.00,    1.68129,   -17.05,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5986937-1,    4.15721,   -59.36,          0,     0.00,          0,     0.00,          0,     0.00,    4.15721,   -59.36,    4.15735,   120.63,          0,     0.00,          0,     0.00,          0,     0.00,    4.15735,   120.63,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6041764-1,   0.514293,   -57.99,          0,     0.00,          0,     0.00,          0,     0.00,   0.514293,   -57.99,   0.514469,   121.93,          0,     0.00,          0,     0.00,          0,     0.00,   0.514469,   121.93,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6228396-1,    17.3574,   179.80,          0,     0.00,          0,     0.00,          0,     0.00,    17.3574,   179.80,    17.3579,    -0.21,          0,     0.00,          0,     0.00,          0,     0.00,    17.3579,    -0.21,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5896727-1,    2.14514,    66.25,          0,     0.00,          0,     0.00,          0,     0.00,    2.14514,    66.25,     2.1453,  -113.76,          0,     0.00,          0,     0.00,          0,     0.00,     2.1453,  -113.76,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN81048106-3,    8.87667,   -55.19,          0,     0.00,          0,     0.00,          0,     0.00,    8.87667,   -55.19,    8.87751,   124.79,          0,     0.00,          0,     0.00,          0,     0.00,    8.87751,   124.79,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5647725-1,    9.04376,   177.99,          0,     0.00,          0,     0.00,          0,     0.00,    9.04376,   177.99,    9.04404,    -2.01,          0,     0.00,          0,     0.00,          0,     0.00,    9.04404,    -2.01,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6291288-3,    6.50893,   -53.57,          0,     0.00,          0,     0.00,          0,     0.00,    6.50893,   -53.57,    6.50904,   126.42,          0,     0.00,          0,     0.00,          0,     0.00,    6.50904,   126.42,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5621837-3,    2.12854,   178.23,          0,     0.00,          0,     0.00,          0,     0.00,    2.12854,   178.23,    2.12857,    -1.77,          0,     0.00,          0,     0.00,          0,     0.00,    2.12857,    -1.77,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6261020-1,    3.13392,    68.78,          0,     0.00,          0,     0.00,          0,     0.00,    3.13392,    68.78,    3.13484,  -111.28,          0,     0.00,          0,     0.00,          0,     0.00,    3.13484,  -111.28,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6326286-3,   0.583906,    66.69,          0,     0.00,          0,     0.00,          0,     0.00,   0.583906,    66.69,   0.584278,  -113.45,          0,     0.00,          0,     0.00,          0,     0.00,   0.584278,  -113.45,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5920279-4,    349.418,   -49.44,    325.725,  -171.06,    224.943,    79.40,          0,     0.00,    108.838,  -119.23,    349.419,   130.56,    325.725,     8.94,    224.943,  -100.60,          0,     0.00,    108.838,    60.77,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6138635-1,   0.881123,    66.41,          0,     0.00,          0,     0.00,          0,     0.00,   0.881123,    66.41,   0.881404,  -113.65,          0,     0.00,          0,     0.00,          0,     0.00,   0.881404,  -113.65,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6411368-1,    1.74051,    66.60,          0,     0.00,          0,     0.00,          0,     0.00,    1.74051,    66.60,    1.74086,  -113.45,          0,     0.00,          0,     0.00,          0,     0.00,    1.74086,  -113.45,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5531242-1,   0.824019,   -56.27,          0,     0.00,          0,     0.00,          0,     0.00,   0.824019,   -56.27,   0.824304,   123.65,          0,     0.00,          0,     0.00,          0,     0.00,   0.824304,   123.65,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5895788-1,    76.9949,   -59.71,     72.461,   178.15,    42.4032,    64.81,          0,     0.00,     30.097,  -121.10,    76.9957,   120.28,     72.462,    -1.86,    42.4038,  -115.20,          0,     0.00,     30.097,    58.90,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6167754-2,    37.3934,   177.99,          0,     0.00,          0,     0.00,          0,     0.00,    37.3934,   177.99,    37.3934,    -2.01,          0,     0.00,          0,     0.00,          0,     0.00,    37.3934,    -2.01,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6379462-2,    24.0388,   -55.56,    44.0015,  -176.81,    7.05836,    65.26,          0,     0.00,    31.6496,  -149.91,    24.0394,   124.43,    44.0021,     3.19,    7.05876,  -114.76,          0,     0.00,    31.6496,    30.09,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5958705-1,    5.04842,   178.07,          0,     0.00,          0,     0.00,          0,     0.00,    5.04842,   178.07,    5.04877,    -1.94,          0,     0.00,          0,     0.00,          0,     0.00,    5.04877,    -1.94,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6199560-1,    35.7556,   -55.58,    46.8475,  -176.77,    18.5957,    65.19,          0,     0.00,    24.1739,  -140.89,    35.7564,   124.42,    46.8484,     3.22,    18.5963,  -114.82,          0,     0.00,     24.174,    39.11,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6109068-1,    31.1838,    70.02,          0,     0.00,          0,     0.00,          0,     0.00,    31.1838,    70.02,    31.1862,  -110.00,          0,     0.00,          0,     0.00,          0,     0.00,    31.1862,  -110.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5473436-1,    116.133,   -32.73,    135.559,  -156.92,    158.914,    81.79,          0,     0.00,    41.5887,    95.97,    116.133,   147.27,    135.559,    23.08,    158.914,   -98.21,          0,     0.00,    41.5887,   -84.03,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6991379-2,    2.03468,   -59.40,          0,     0.00,          0,     0.00,          0,     0.00,    2.03468,   -59.40,    2.03491,   120.58,          0,     0.00,          0,     0.00,          0,     0.00,    2.03491,   120.58,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5895787-1, 0.000878328,    50.56,    37.6872,  -176.85, 0.000923926,   166.58,          0,     0.00,    37.6875,  -176.85, 3.71002E-011,  -101.31,    37.6875,     3.15, 2.18279E-011,   180.00,          0,     0.00,    37.6875,     3.15,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5715019-1,     1.7419,    66.68,          0,     0.00,          0,     0.00,          0,     0.00,     1.7419,    66.68,     1.7423,  -113.37,          0,     0.00,          0,     0.00,          0,     0.00,     1.7423,  -113.37,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5927297-1,    4.99601,    66.29,          0,     0.00,          0,     0.00,          0,     0.00,    4.99601,    66.29,    4.99627,  -113.72,          0,     0.00,          0,     0.00,          0,     0.00,    4.99627,  -113.72,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6247127-2,    292.524,   -48.84,    299.768,  -170.92,    201.697,    80.84,          0,     0.00,    98.8799,  -136.21,    292.524,   131.16,    299.768,     9.08,    201.697,   -99.16,          0,     0.00,    98.8798,    43.79,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN8979345-1,    3.82519,   -58.52,          0,     0.00,          0,     0.00,          0,     0.00,    3.82519,   -58.52,    3.82535,   121.47,          0,     0.00,          0,     0.00,          0,     0.00,    3.82535,   121.47,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN4625713_SW,    58.0288,   -59.72,     69.689,   178.13,    42.4058,    64.79,          0,     0.00,     24.257,  -157.01,    58.0288,   120.28,     69.689,    -1.87,    42.4058,  -115.21,          0,     0.00,     24.257,    22.99,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5502543-2,     58.028,   -59.72,    69.6881,   178.13,    42.4053,    64.79,          0,     0.00,     24.257,  -157.01,    58.0288,   120.28,     69.689,    -1.87,    42.4058,  -115.21,          0,     0.00,     24.257,    22.99,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5683824-1,    25.0965,    65.56,          0,     0.00,          0,     0.00,          0,     0.00,    25.0965,    65.56,    25.0968,  -114.44,          0,     0.00,          0,     0.00,          0,     0.00,    25.0968,  -114.44,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6259999-2,     2.6883,   -59.37,          0,     0.00,          0,     0.00,          0,     0.00,     2.6883,   -59.37,    2.68843,   120.62,          0,     0.00,          0,     0.00,          0,     0.00,    2.68843,   120.62,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6349052-1,    1.42756,   178.58,          0,     0.00,          0,     0.00,          0,     0.00,    1.42756,   178.58,    1.42915,    -1.67,          0,     0.00,          0,     0.00,          0,     0.00,    1.42915,    -1.67,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5926295-1,    5.28225,    66.49,          0,     0.00,          0,     0.00,          0,     0.00,    5.28225,    66.49,    5.28293,  -113.54,          0,     0.00,          0,     0.00,          0,     0.00,    5.28293,  -113.54,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6381766-1,    19.9803,    69.94,          0,     0.00,          0,     0.00,          0,     0.00,    19.9803,    69.94,    19.9805,  -110.06,          0,     0.00,          0,     0.00,          0,     0.00,    19.9805,  -110.06,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5561439-2,    7.20745,   -57.87,    57.2234,   179.87,    5.10975,    65.59,          0,     0.00,    51.2958,  -178.52,    7.20755,   122.12,    57.2236,    -0.13,    5.10982,  -114.41,          0,     0.00,    51.2958,     1.48,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5502527-1,   0.855971,   178.27,          0,     0.00,          0,     0.00,          0,     0.00,   0.855971,   178.27,   0.856522,    -1.87,          0,     0.00,          0,     0.00,          0,     0.00,   0.856522,    -1.87,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6290217-1,    6.73717,   -59.42,   0.028469,   -73.57,    10.5725,    65.05,          0,     0.00,    8.74459,    25.46,    6.73793,   120.56,  0.0257127,   106.43,    10.5729,  -114.96,          0,     0.00,    8.74464,  -154.54,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5593246-1,    9.95599,   179.90,          0,     0.00,          0,     0.00,          0,     0.00,    9.95599,   179.90,     9.9562,    -0.10,          0,     0.00,          0,     0.00,          0,     0.00,     9.9562,    -0.10,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5956465-1,    3.31175,   -58.91,          0,     0.00,          0,     0.00,          0,     0.00,    3.31175,   -58.91,    3.31295,   121.01,          0,     0.00,          0,     0.00,          0,     0.00,    3.31295,   121.01,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5835134-1,   0.848493,  -176.36,          0,     0.00,          0,     0.00,          0,     0.00,   0.848493,  -176.36,    0.84949,     3.39,          0,     0.00,          0,     0.00,          0,     0.00,    0.84949,     3.39,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5679695-1,    295.795,   -48.93,    299.763,  -170.91,    207.893,    80.39,          0,     0.00,    93.5804,  -135.69,    295.796,   131.07,    299.764,     9.08,    207.893,   -99.62,          0,     0.00,    93.5804,    44.31,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6341781-2,    1.28897,   -59.78,          0,     0.00,          0,     0.00,          0,     0.00,    1.28897,   -59.78,    1.28902,   120.21,          0,     0.00,          0,     0.00,          0,     0.00,    1.28902,   120.21,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6018336-1,    516.938,   -41.80,    511.076,  -163.28,    439.637,    84.32,          0,     0.00,     81.274,  -138.20,    516.938,   138.20,    511.077,    16.72,    439.637,   -95.68,          0,     0.00,     81.274,    41.80,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5532749-3,     1.2883,   -59.85,          0,     0.00,          0,     0.00,          0,     0.00,     1.2883,   -59.85,    1.28852,   120.11,          0,     0.00,          0,     0.00,          0,     0.00,    1.28852,   120.11,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5686244-1,    5.51255,   -50.53,          0,     0.00,          0,     0.00,          0,     0.00,    5.51255,   -50.53,    5.51257,   129.47,          0,     0.00,          0,     0.00,          0,     0.00,    5.51257,   129.47,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6879074-1,   0.776309,   -59.86,          0,     0.00,          0,     0.00,          0,     0.00,   0.776309,   -59.86,   0.776427,   120.11,          0,     0.00,          0,     0.00,          0,     0.00,   0.776427,   120.11,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6106511-1,    99.8114,   -29.14,     108.73,  -152.57,    94.7674,    92.55,          0,     0.00,    14.1227,  -163.53,    99.8111,   150.86,     108.73,    27.42,    94.7668,   -87.45,          0,     0.00,    14.1227,    16.47,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5679770-2,    0.85214,    66.08,          0,     0.00,          0,     0.00,          0,     0.00,    0.85214,    66.08,   0.852302,  -113.96,          0,     0.00,          0,     0.00,          0,     0.00,   0.852302,  -113.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5993742-1,   0.860758,   178.32,          0,     0.00,          0,     0.00,          0,     0.00,   0.860758,   178.32,   0.861165,    -1.79,          0,     0.00,          0,     0.00,          0,     0.00,   0.861165,    -1.79,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6259997-1,    2.87942,   177.97,          0,     0.00,          0,     0.00,          0,     0.00,    2.87942,   177.97,    2.87968,    -2.05,          0,     0.00,          0,     0.00,          0,     0.00,    2.87968,    -2.05,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5682337-1, 0.000819653,   -76.31,          0,     0.00,          0,     0.00,          0,     0.00, 0.000819653,   -76.31, 0.000675823,   103.69,          0,     0.00,          0,     0.00,          0,     0.00, 0.000675823,   103.69,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5653456-1,    5.34991,   -58.97,          0,     0.00,          0,     0.00,          0,     0.00,    5.34991,   -58.97,    5.34998,   121.03,          0,     0.00,          0,     0.00,          0,     0.00,    5.34998,   121.03,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6196270-4,     2.0709,   -59.45,          0,     0.00,          0,     0.00,          0,     0.00,     2.0709,   -59.45,    2.07104,   120.54,          0,     0.00,          0,     0.00,          0,     0.00,    2.07104,   120.54,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
