"Hour", kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
701, 42087.4239034297, 12268.5707415119, 65024.884668948, 68047.3103834803, 124.958063500026, 398.316060679399, 188.298629484491
702, 42008.1270322554, 12282.6312044086, 65024.884668948, 68047.3103834803, 134.389567988483, 410.086202076525, 188.298629484491
703, 41650.1195841974, 12191.8188825122, 65024.884668948, 68047.3103834803, 141.829148268454, 418.143528041137, 188.298629484491
704, 43304.3374919531, 12786.2545978832, 65024.884668948, 68047.3103834803, 153.52681643892, 440.663229586457, 188.298629484491
705, 45931.1926768402, 13666.832038563, 65024.884668948, 68047.3103834803, 152.061545066568, 451.377763583388, 188.298629484491
706, 49279.9069772396, 14799.3451256945, 65024.884668948, 68047.3103834803, 153.452315705154, 470.517321016603, 188.298629484491
707, 52448.9254536739, 15851.7014300985, 65024.884668948, 68047.3103834803, 149.970184667462, 483.694117033391, 188.298629484491
708, 56553.8794539911, 17231.9066392233, 65024.884668948, 68047.3103834803, 150.783652269336, 509.833596431034, 188.298629484491
709, 59931.1245234566, 18334.125307473, 65024.884668948, 68047.3103834803, 140.201883381314, 518.536445345579, 188.298629484491
710, 62392.714284046, 19177.2339460673, 65024.884668948, 68047.3103834803, 143.088471667212, 539.731539450366, 188.298629484491
711, 62783.4464246375, 19288.1513922263, 65024.884668948, 68047.3103834803, 136.459816303737, 533.879207819287, 188.298629484491
712, 64611.4661265466, 19912.7582637376, 65024.884668948, 68047.3103834803, 139.879589635194, 552.096214609382, 188.298629484491
713, 64201.3375974114, 19743.6353785657, 65024.884668948, 68047.3103834803, 129.508729017624, 535.406792212841, 188.298629484491
714, 63960.3043902827, 19664.3826082097, 65024.884668948, 68047.3103834803, 131.631646976644, 536.395922823046, 188.298629484491
715, 62591.337731048, 19222.9543817119, 65024.884668948, 68047.3103834803, 138.315741265544, 534.952231261503, 188.298629484491
716, 60928.8309682632, 18656.1593955722, 65024.884668948, 68047.3103834803, 137.54551226559, 521.988808771705, 188.298629484491
717, 61251.0060011509, 18770.5212554429, 65024.884668948, 68047.3103834803, 138.61369707568, 525.70292906567, 188.298629484491
718, 58726.2246620441, 17901.6119233225, 65024.884668948, 68047.3103834803, 134.206563781936, 502.501661987507, 188.298629484491
719, 55585.4733826967, 16855.7545648982, 65024.884668948, 68047.3103834803, 138.992167657374, 488.290362345786, 188.298629484491
720, 52225.9226537187, 15705.756141925, 65024.884668948, 68047.3103834803, 131.740087601486, 458.695518130131, 188.298629484491
721, 49204.4223377472, 14681.4310499852, 65024.884668948, 68047.3103834803, 131.331633784438, 441.275792417294, 188.298629484491
722, 46778.1725861977, 13853.8646241274, 65024.884668948, 68047.3103834803, 127.284746381361, 423.447858707743, 188.298629484491
723, 44404.4868414695, 13050.3852480083, 65024.884668948, 68047.3103834803, 126.69224047239, 411.06670904733, 188.298629484491
724, 43469.8366580744, 12745.708932647, 65024.884668948, 68047.3103834803, 129.518096604554, 410.356434822908, 188.298629484491
725, 42055.190477839, 12274.1001575743, 65024.884668948, 68047.3103834803, 129.501226735464, 403.969241769475, 188.298629484491
726, 42569.7564129763, 12449.5201462771, 65024.884668948, 68047.3103834803, 127.447944103204, 403.677228935875, 188.298629484491
727, 41926.0585073171, 12240.5719409712, 65024.884668948, 68047.3103834803, 129.452806473405, 403.46163833934, 188.298629484491
728, 43050.4983263911, 12626.0899941608, 65024.884668948, 68047.3103834803, 131.137205804142, 410.626486038995, 188.298629484491
729, 44669.3285841408, 13185.4317604594, 65024.884668948, 68047.3103834803, 135.202181015579, 423.458283098165, 188.298629484491
730, 47581.0991198792, 14174.0194057771, 65024.884668948, 68047.3103834803, 137.190029812397, 440.426534174148, 188.298629484491
731, 50533.3471533879, 15169.1629988186, 65024.884668948, 68047.3103834803, 137.581622903451, 456.77228181315, 188.298629484491
732, 53707.9434837187, 16205.9837199577, 65024.884668948, 68047.3103834803, 128.980260232204, 463.83630882752, 188.298629484491
733, 56738.2695246739, 17226.2371823674, 65024.884668948, 68047.3103834803, 129.27684032259, 482.972691392405, 188.298629484491
734, 59174.0844236694, 18016.7792718289, 65024.884668948, 68047.3103834803, 121.147455130572, 488.412675593253, 188.298629484491
735, 59994.7501258535, 18265.5047598582, 65024.884668948, 68047.3103834803, 114.15654583012, 484.916391666884, 188.298629484491
736, 61766.6354191277, 18868.3503070664, 65024.884668948, 68047.3103834803, 115.975994129402, 499.794780146486, 188.298629484491
737, 60112.5044605479, 18298.7115287094, 65024.884668948, 68047.3103834803, 113.014266326077, 484.307067888095, 188.298629484491
738, 54442.255322997, 16371.6252678028, 65024.884668948, 68047.3103834803, 110.587754611783, 444.40120525373, 188.298629484491
739, 51224.6888248306, 15300.5263929572, 65024.884668948, 68047.3103834803, 115.138539623032, 431.472212515005, 188.298629484491
740, 49661.2674687085, 14785.9848636067, 65024.884668948, 68047.3103834803, 117.499004220005, 425.916881386213, 188.298629484491
741, 48577.3202334201, 14420.622552698, 65024.884668948, 68047.3103834803, 117.486903810845, 420.115632169523, 188.298629484491
742, 46122.8559689229, 13581.9454698592, 65024.884668948, 68047.3103834803, 115.584022208834, 405.105440518627, 188.298629484491
743, 42638.6305514043, 12423.4839414362, 65024.884668948, 68047.3103834803, 117.57827545354, 391.302076676955, 188.298629484491
744, 39428.7583126043, 12526.0261370988, 65024.884668948, 68047.3103834803, 105.360254722258, 362.257706110214, 188.298629484491
745, 37809.655817892, 12004.4239569303, 65024.884668948, 68047.3103834803, 108.835108336145, 360.246176485015, 188.298629484491
746, 35811.9408094627, 11316.0291703127, 65024.884668948, 68047.3103834803, 104.272537442459, 346.702344056397, 188.298629484491
747, 34295.2883611509, 10794.6592419402, 65024.884668948, 68047.3103834803, 100.131358278449, 335.902430609334, 188.298629484491
748, 33243.5073007642, 10437.4124940797, 65024.884668948, 68047.3103834803, 98.6306619151389, 330.378977777224, 188.298629484491
749, 33232.9123096316, 10444.759975543, 65024.884668948, 68047.3103834803, 100.619529565554, 332.889934626114, 188.298629484491
750, 33460.8811817705, 10531.1667275928, 65024.884668948, 68047.3103834803, 102.579897274735, 336.182369905946, 188.298629484491
751, 33274.7347317162, 10484.177646988, 65024.884668948, 68047.3103834803, 105.481807655126, 339.353136554464, 188.298629484491
752, 35246.2234653553, 11165.5158661391, 65024.884668948, 68047.3103834803, 109.977786279996, 352.065373201246, 188.298629484491
753, 38470.2400123599, 12271.1888166933, 65024.884668948, 68047.3103834803, 118.208143933881, 375.078947950129, 188.298629484491
754, 38462.8125768805, 12267.2887413278, 65024.884668948, 68047.3103834803, 117.843488823577, 374.573792965546, 188.298629484491
755, 45406.1248413783, 14548.8004145756, 65024.884668948, 68047.3103834803, 111.334310365478, 397.003651114074, 188.298629484491
756, 49224.1996297138, 15841.5218196573, 65024.884668948, 68047.3103834803, 116.761389099024, 423.830953655518, 188.298629484491
757, 51762.7554985474, 16656.7415613373, 65024.884668948, 68047.3103834803, 107.477635709062, 425.816913378742, 188.298629484491
758, 54779.1443643829, 17661.6883734045, 65024.884668948, 68047.3103834803, 107.271436454031, 443.606539626349, 188.298629484491
759, 57427.2428306186, 17376.0763258209, 65024.884668948, 68047.3103834803, 110.046799463388, 462.47130884823, 188.298629484491
760, 58624.2859918113, 17773.0182795365, 65024.884668948, 68047.3103834803, 108.879419805435, 468.89298164768, 188.298629484491
761, 59353.4410476362, 18015.278506109, 65024.884668948, 68047.3103834803, 108.023462816615, 472.702878264993, 188.298629484491
762, 59097.9851758998, 17960.1104451289, 65024.884668948, 68047.3103834803, 114.500833824686, 479.342272089045, 188.298629484491
763, 58074.7162342846, 17604.6493487014, 65024.884668948, 68047.3103834803, 113.641226718048, 471.422015413806, 188.298629484491
764, 56326.8018287062, 17007.1305248086, 65024.884668948, 68047.3103834803, 111.88978872719, 457.860874416723, 188.298629484491
765, 56914.6302243731, 17230.8188975774, 65024.884668948, 68047.3103834803, 117.553900694781, 468.92251279996, 188.298629484491
766, 53714.3663974926, 16112.6359563772, 65024.884668948, 68047.3103834803, 108.926123087749, 437.910907693047, 188.298629484491
767, 51175.0065069927, 15240.5589147776, 65024.884668948, 68047.3103834803, 105.783324255476, 419.146353107086, 188.298629484491
768, 48929.6671775795, 14492.4659249157, 65024.884668948, 68047.3103834803, 107.093624616746, 408.594155153669, 188.298629484491
769, 46227.098564233, 13561.8022237798, 65024.884668948, 68047.3103834803, 103.376060659422, 389.965870172086, 188.298629484491
770, 44040.6613644139, 12827.0485303611, 65024.884668948, 68047.3103834803, 103.620190378144, 379.804481002939, 188.298629484491
771, 42682.9035944394, 12386.387753791, 65024.884668948, 68047.3103834803, 107.122951084453, 378.09881162846, 188.298629484491
772, 41254.3137519173, 13094.7310499575, 65024.884668948, 68047.3103834803, 96.2908123731845, 358.21414928666, 188.298629484491
773, 40163.0538526322, 12750.5150901626, 65024.884668948, 68047.3103834803, 100.747062998411, 359.323371895461, 188.298629484491
774, 39115.433519334, 12416.3865181787, 65024.884668948, 68047.3103834803, 102.931042013603, 357.801792857967, 188.298629484491
775, 38417.8082313016, 12242.5349109395, 65024.884668948, 68047.3103834803, 117.719643977001, 374.193080448818, 188.298629484491
776, 40390.7783575902, 12931.2632289105, 65024.884668948, 68047.3103834803, 127.44266990538, 394.987056776382, 188.298629484491
777, 43577.5806556041, 13982.014360269, 65024.884668948, 68047.3103834803, 124.647619426937, 405.624281030459, 188.298629484491
778, 47066.4427323863, 15173.5232508196, 65024.884668948, 68047.3103834803, 133.177886227936, 433.909628814325, 188.298629484491
779, 51562.0496946373, 16667.1416269199, 65024.884668948, 68047.3103834803, 131.389640889612, 456.100423849624, 188.298629484491
780, 55334.051961429, 16756.979712426, 65024.884668948, 68047.3103834803, 132.69429235577, 478.598049429864, 188.298629484491
781, 58490.8011523391, 17818.4911500815, 65024.884668948, 68047.3103834803, 131.78078226677, 497.745058565241, 188.298629484491
782, 60617.9593311857, 18526.4307554707, 65024.884668948, 68047.3103834803, 128.816593011075, 508.460096101642, 188.298629484491
783, 61864.6574398152, 18949.3920011228, 65024.884668948, 68047.3103834803, 130.187616180252, 519.07218375657, 188.298629484491
784, 62001.4540252927, 18969.8019513483, 65024.884668948, 68047.3103834803, 122.247448457278, 509.731838423836, 188.298629484491
785, 62476.6222172563, 19142.0503090041, 65024.884668948, 68047.3103834803, 125.795220052277, 517.796693812659, 188.298629484491
786, 61583.2540201485, 18836.1295310463, 65024.884668948, 68047.3103834803, 125.172559024933, 510.519433896875, 188.298629484491
787, 61087.2001454365, 18706.5591533593, 65024.884668948, 68047.3103834803, 136.111274938908, 521.249227057113, 188.298629484491
788, 59979.3699058917, 18326.7023357491, 65024.884668948, 68047.3103834803, 135.028640254758, 512.12046232413, 188.298629484491
789, 61080.9591479713, 18709.4393176232, 65024.884668948, 68047.3103834803, 138.28839090619, 524.019567164692, 188.298629484491
790, 58928.7938900858, 17977.5919412029, 65024.884668948, 68047.3103834803, 137.467260702986, 508.100863356729, 188.298629484491
791, 56025.3587140324, 16975.9544893831, 65024.884668948, 68047.3103834803, 130.396045931288, 479.944947828031, 188.298629484491
792, 53000.83812818, 15934.6098821042, 65024.884668948, 68047.3103834803, 124.637996272215, 454.041585966643, 188.298629484491
793, 49501.2561503268, 14755.0060453672, 65024.884668948, 68047.3103834803, 124.548530563776, 434.131092291544, 188.298629484491
794, 46846.7253990471, 13845.5178582509, 65024.884668948, 68047.3103834803, 121.507463315677, 416.315095205224, 188.298629484491
795, 45430.0912355749, 13374.1476865181, 65024.884668948, 68047.3103834803, 122.483973022184, 410.580132325759, 188.298629484491
796, 43012.0747345407, 12551.756752182, 65024.884668948, 68047.3103834803, 119.745481439777, 395.723789790815, 188.298629484491
797, 41697.4287842323, 12116.8783659366, 65024.884668948, 68047.3103834803, 121.43564500662, 392.005150926315, 188.298629484491
798, 40573.4265979595, 11748.9714520639, 65024.884668948, 68047.3103834803, 124.993593450331, 391.714146612149, 188.298629484491
799, 39632.1211306586, 11495.3870869634, 65024.884668948, 68047.3103834803, 139.487742206582, 406.416006292499, 188.298629484491
800, 41100.1599947157, 11992.5943927701, 65024.884668948, 68047.3103834803, 141.024285652857, 414.547538449279, 188.298629484491
801, 44238.03803836, 13046.4603497282, 65024.884668948, 68047.3103834803, 139.045101286673, 426.302833303009, 188.298629484491
802, 47778.8798534323, 14231.2714212588, 65024.884668948, 68047.3103834803, 139.04084019649, 443.709442713447, 188.298629484491
803, 51926.2085333442, 15659.7731705872, 65024.884668948, 68047.3103834803, 148.580569286055, 478.815124545325, 188.298629484491
804, 55737.471568924, 16926.897155607, 65024.884668948, 68047.3103834803, 146.837108653195, 499.345478017929, 188.298629484491
805, 57890.869090735, 17655.2120777553, 65024.884668948, 68047.3103834803, 146.78891726402, 513.254800672, 188.298629484491
806, 60209.4296132201, 18440.9110824454, 65024.884668948, 68047.3103834803, 148.41594877372, 531.064539120455, 188.298629484491
807, 61469.7914731005, 18858.5077303694, 65024.884668948, 68047.3103834803, 144.473641367787, 534.84723051425, 188.298629484491
808, 62320.87096112, 19128.2955636032, 65024.884668948, 68047.3103834803, 138.71983066156, 533.516725162147, 188.298629484491
809, 61602.5137455359, 18879.7734037236, 65024.884668948, 68047.3103834803, 137.30512130598, 526.45547588338, 188.298629484491
810, 60627.1635272465, 18572.5099181327, 65024.884668948, 68047.3103834803, 144.337564834302, 528.761103227013, 188.298629484491
811, 59081.1300493205, 18099.6663345919, 65024.884668948, 68047.3103834803, 163.567972728564, 542.919417216569, 188.298629484491
812, 57964.8526391113, 17713.0879681399, 65024.884668948, 68047.3103834803, 159.744536349921, 530.467113435334, 188.298629484491
813, 56937.2738125766, 17378.4875122635, 65024.884668948, 68047.3103834803, 162.408390431095, 527.249070704364, 188.298629484491
814, 53954.5123846736, 16357.5971638949, 65024.884668948, 68047.3103834803, 158.83439609684, 503.780488245359, 188.298629484491
815, 50706.5613949398, 15233.2098844482, 65024.884668948, 68047.3103834803, 147.334219430915, 470.06907205955, 188.298629484491
816, 46975.283795798, 13965.0631737079, 65024.884668948, 68047.3103834803, 143.339007693349, 445.036563158595, 188.298629484491
817, 44068.3686000779, 12974.1538183407, 65024.884668948, 68047.3103834803, 136.978361014602, 422.721858270921, 188.298629484491
818, 42094.7532745788, 12321.8720979629, 65024.884668948, 68047.3103834803, 140.346926685111, 418.021045093639, 188.298629484491
819, 40296.0842211523, 11684.1000525904, 65024.884668948, 68047.3103834803, 131.218065921638, 398.538394004224, 188.298629484491
820, 38759.9193358131, 11212.0341369601, 65024.884668948, 68047.3103834803, 143.204183564496, 407.558792838857, 188.298629484491
821, 37848.2790092982, 12100.6793121298, 65024.884668948, 68047.3103834803, 134.741375278583, 393.847183875419, 188.298629484491
822, 37991.5700723705, 12180.1775117843, 65024.884668948, 68047.3103834803, 143.398164197649, 405.746192235166, 188.298629484491
823, 37386.3707880603, 12026.2063234174, 65024.884668948, 68047.3103834803, 159.285516294382, 424.053959993708, 188.298629484491
824, 39515.0124097521, 12735.6078010831, 65024.884668948, 68047.3103834803, 160.903591812224, 434.765852924562, 188.298629484491
825, 43059.4222499708, 13943.5152413407, 65024.884668948, 68047.3103834803, 170.55246273827, 463.112403688376, 188.298629484491
826, 46328.2191390643, 15030.6568608654, 65024.884668948, 68047.3103834803, 170.558366755056, 479.064992241247, 188.298629484491
827, 50226.745256168, 15148.4727456403, 65024.884668948, 68047.3103834803, 167.283841673485, 493.526536341448, 188.298629484491
828, 53627.402835336, 16272.5929467027, 65024.884668948, 68047.3103834803, 161.370616371868, 505.360507038305, 188.298629484491
829, 56491.5759396901, 17227.8940247797, 65024.884668948, 68047.3103834803, 158.386953028372, 519.28656357651, 188.298629484491
830, 59457.1919346759, 18214.3099650792, 65024.884668948, 68047.3103834803, 154.652255101269, 534.057384911685, 188.298629484491
831, 61410.3912889095, 18851.8491057664, 65024.884668948, 68047.3103834803, 146.50442689499, 537.10875249521, 188.298629484491
832, 62478.4010653919, 19205.5289604022, 65024.884668948, 68047.3103834803, 146.004656939762, 544.138876708327, 188.298629484491
833, 62595.4786329005, 19231.4041797172, 65024.884668948, 68047.3103834803, 140.96492342907, 538.421495503758, 188.298629484491
834, 62592.8819673998, 19260.6776633479, 65024.884668948, 68047.3103834803, 152.734591482242, 553.719114281819, 188.298629484491
835, 61638.4324640325, 18962.3294655882, 65024.884668948, 68047.3103834803, 164.293206191559, 561.749659460064, 188.298629484491
836, 60161.4631482156, 18450.2095287528, 65024.884668948, 68047.3103834803, 157.601280519206, 542.664637825295, 188.298629484491
837, 59714.6164130503, 18313.2702080377, 65024.884668948, 68047.3103834803, 161.780666457289, 545.024146036505, 188.298629484491
838, 56599.8384172536, 17260.035496897, 65024.884668948, 68047.3103834803, 160.282170768265, 522.314925172617, 188.298629484491
839, 52421.3440423944, 15811.8412288401, 65024.884668948, 68047.3103834803, 145.933687091277, 478.112252528419, 188.298629484491
840, 49420.8134716788, 14809.1780995208, 65024.884668948, 68047.3103834803, 149.266734287088, 465.509810044074, 188.298629484491
841, 46184.0364511005, 13730.9412047082, 65024.884668948, 68047.3103834803, 150.654567133472, 450.587846897413, 188.298629484491
842, 43770.1807067829, 12884.9348008543, 65024.884668948, 68047.3103834803, 140.960820544892, 426.409232216051, 188.298629484491
843, 41964.2123036556, 12277.8287376547, 65024.884668948, 68047.3103834803, 139.950723478217, 416.939209754894, 188.298629484491
844, 40810.2173129423, 11879.6017763582, 65024.884668948, 68047.3103834803, 136.610991654759, 407.637729674566, 188.298629484491
845, 40247.5871740206, 11698.6664451758, 65024.884668948, 68047.3103834803, 139.562642673946, 409.03040460557, 188.298629484491
846, 40871.3857842046, 11926.2835347004, 65024.884668948, 68047.3103834803, 143.332765459263, 416.58173654308, 188.298629484491
847, 40193.0648855253, 11752.281250574, 65024.884668948, 68047.3103834803, 159.248389387605, 434.196133913305, 188.298629484491
848, 42524.3635989287, 12538.2409806317, 65024.884668948, 68047.3103834803, 159.831167415061, 445.178309829592, 188.298629484491
849, 44873.6931557418, 13330.711626018, 65024.884668948, 68047.3103834803, 161.833987487843, 458.687012129306, 188.298629484491
850, 48242.8428989065, 14493.1354629876, 65024.884668948, 68047.3103834803, 168.662855983884, 484.728497701429, 188.298629484491
851, 51825.3817927071, 15677.1520533322, 65024.884668948, 68047.3103834803, 165.699964228765, 500.427686110443, 188.298629484491
852, 54560.703501725, 16602.4625610076, 65024.884668948, 68047.3103834803, 164.194576362967, 514.890349428965, 188.298629484491
853, 57620.39183209, 17600.116036587, 65024.884668948, 68047.3103834803, 153.574184379183, 520.432775167165, 188.298629484491
854, 60252.5274934349, 18469.0639037166, 65024.884668948, 68047.3103834803, 148.102125708825, 531.057423498953, 188.298629484491
855, 61946.9086603565, 19028.7780445458, 65024.884668948, 68047.3103834803, 143.92478965959, 537.597020268334, 188.298629484491
856, 62821.1892316844, 19315.0564110438, 65024.884668948, 68047.3103834803, 142.739234971531, 542.404722808928, 188.298629484491
857, 62736.5124361098, 19267.6461667437, 65024.884668948, 68047.3103834803, 137.249301718146, 534.617291782822, 188.298629484491
858, 61896.7191887583, 18961.9175239152, 65024.884668948, 68047.3103834803, 129.950242031562, 519.023384396116, 188.298629484491
859, 59627.9069589833, 18226.3578871614, 65024.884668948, 68047.3103834803, 141.058128097637, 517.487153230531, 188.298629484491
860, 58488.3302941381, 17863.046238529, 65024.884668948, 68047.3103834803, 147.891258958462, 518.678931745415, 188.298629484491
861, 58580.8590265555, 17876.9662662701, 65024.884668948, 68047.3103834803, 141.255110867553, 510.668835047855, 188.298629484491
862, 55891.4816900541, 16963.3606453664, 65024.884668948, 68047.3103834803, 139.500554058703, 490.919392011159, 188.298629484491
863, 50764.2957430116, 15223.1794014229, 65024.884668948, 68047.3103834803, 135.036968190442, 454.652382082795, 188.298629484491
864, 47087.8674611082, 13953.2347808517, 65024.884668948, 68047.3103834803, 126.620529964363, 424.172860019287, 188.298629484491
865, 44311.1549877307, 13003.1769913307, 65024.884668948, 68047.3103834803, 121.780475798732, 404.393520113899, 188.298629484491
866, 41930.5912877698, 12169.5917206341, 65024.884668948, 68047.3103834803, 114.094551298604, 383.715598179154, 188.298629484491
867, 40194.2790855501, 12815.8192064058, 65024.884668948, 68047.3103834803, 113.123111342384, 375.571598450109, 188.298629484491
868, 39111.9312582684, 12443.6374387666, 65024.884668948, 68047.3103834803, 110.350508676974, 367.449252823386, 188.298629484491
869, 38469.22617779, 12231.9567991739, 65024.884668948, 68047.3103834803, 111.210397188876, 365.930732092411, 188.298629484491
870, 39556.4741692059, 12626.52957301, 65024.884668948, 68047.3103834803, 119.312159081806, 380.909417555431, 188.298629484491
871, 38968.2410049925, 12467.0529017714, 65024.884668948, 68047.3103834803, 128.827879675077, 390.882302170344, 188.298629484491
872, 40439.3958299809, 12975.0291960333, 65024.884668948, 68047.3103834803, 133.18719161347, 402.72885916694, 188.298629484491
873, 42810.0737018406, 13721.9811573156, 65024.884668948, 68047.3103834803, 120.530490507845, 396.761562462252, 188.298629484491
874, 46823.8940490064, 15109.5516096105, 65024.884668948, 68047.3103834803, 136.603348664552, 437.20000363787, 188.298629484491
875, 49945.1060784045, 16142.990218532, 65024.884668948, 68047.3103834803, 134.011088322003, 450.429663186963, 188.298629484491
876, 52902.5857109799, 15950.8996579723, 65024.884668948, 68047.3103834803, 133.279957760394, 464.627568953902, 188.298629484491
877, 55542.2140550464, 16827.6362581387, 65024.884668948, 68047.3103834803, 130.105449341387, 476.505283287996, 188.298629484491
878, 57995.391425712, 17641.7682372499, 65024.884668948, 68047.3103834803, 127.16117147057, 488.437332782642, 188.298629484491
879, 60024.9859492745, 18320.2501244726, 65024.884668948, 68047.3103834803, 125.932277864354, 500.540245247961, 188.298629484491
880, 61364.6728962491, 18757.406278461, 65024.884668948, 68047.3103834803, 122.172620857412, 504.997742781842, 188.298629484491
881, 61599.0776303524, 18817.9195986447, 65024.884668948, 68047.3103834803, 117.470013491213, 500.568440388514, 188.298629484491
882, 60635.0836371842, 18478.5139306312, 65024.884668948, 68047.3103834803, 114.232944115706, 489.553900479458, 188.298629484491
883, 59290.5979289433, 18035.8039505531, 65024.884668948, 68047.3103834803, 117.772984806611, 484.922495815987, 188.298629484491
884, 58166.1949514512, 17641.7222712885, 65024.884668948, 68047.3103834803, 114.426316922552, 473.0656305609, 188.298629484491
885, 57325.8480435901, 17346.7658756227, 65024.884668948, 68047.3103834803, 112.035653985571, 464.44888049093, 188.298629484491
886, 54756.3477263813, 16475.2619837031, 65024.884668948, 68047.3103834803, 111.040743030847, 446.961668116425, 188.298629484491
887, 50973.321524962, 15193.2387328537, 65024.884668948, 68047.3103834803, 109.840158861019, 423.284159975657, 188.298629484491
888, 47121.2869944308, 13875.1598924924, 65024.884668948, 68047.3103834803, 105.228921580623, 396.876213168479, 188.298629484491
889, 44430.617455799, 12957.2966274363, 65024.884668948, 68047.3103834803, 102.996091756087, 380.865969981949, 188.298629484491
890, 42479.6308038039, 12307.1546403535, 65024.884668948, 68047.3103834803, 104.400616264573, 373.761718311876, 188.298629484491
891, 41061.8473323431, 13023.945057288, 65024.884668948, 68047.3103834803, 94.2726304164888, 354.749345254843, 188.298629484491
892, 39451.5010176604, 12472.7410152805, 65024.884668948, 68047.3103834803, 91.5302076528089, 344.413448759421, 188.298629484491
893, 39420.7789735455, 12485.3891491799, 65024.884668948, 68047.3103834803, 95.9154846122671, 349.963257069074, 188.298629484491
894, 40639.0610420661, 12895.0846964974, 65024.884668948, 68047.3103834803, 95.6743270756983, 354.671370265283, 188.298629484491
895, 38024.8435276321, 12039.2570851821, 65024.884668948, 68047.3103834803, 98.6846127881461, 347.899411604574, 188.298629484491
896, 37457.913889251, 11836.3515705116, 65024.884668948, 68047.3103834803, 95.7167878313669, 341.795756799252, 188.298629484491
897, 39181.4195266848, 12431.0426701577, 65024.884668948, 68047.3103834803, 99.2008003908692, 353.182571611158, 188.298629484491
898, 42324.7637703764, 13509.8331316013, 65024.884668948, 68047.3103834803, 106.286374493343, 375.900987529446, 188.298629484491
899, 45010.1279377897, 14409.2401873808, 65024.884668948, 68047.3103834803, 108.037033117056, 390.785466697671, 188.298629484491
900, 44420.6250940314, 14219.2284701942, 65024.884668948, 68047.3103834803, 109.043093639841, 389.200812367268, 188.298629484491
901, 41518.7571482678, 13222.4654077991, 65024.884668948, 68047.3103834803, 102.430283066661, 367.299631632383, 188.298629484491
902, 42070.7246697392, 13406.412970462, 65024.884668948, 68047.3103834803, 102.38847380574, 369.699255650515, 188.298629484491
903, 42597.4227801085, 13565.7182096964, 65024.884668948, 68047.3103834803, 99.2008555265218, 367.893985915417, 188.298629484491
904, 45842.4245534554, 14650.4735806685, 65024.884668948, 68047.3103834803, 100.218088168503, 384.619416183598, 188.298629484491
905, 47035.3715205915, 15036.1721102938, 65024.884668948, 68047.3103834803, 97.5242765012812, 387.083412968458, 188.298629484491
906, 47376.2633919153, 15151.6670688564, 65024.884668948, 68047.3103834803, 98.16193805491, 389.685214955553, 188.298629484491
907, 45789.9736455158, 14650.534832565, 65024.884668948, 68047.3103834803, 105.1596950331, 390.863806115585, 188.298629484491
908, 45956.0724377827, 14710.0701283412, 65024.884668948, 68047.3103834803, 106.53419397727, 393.506366208014, 188.298629484491
909, 45730.2642932761, 14624.390886798, 65024.884668948, 68047.3103834803, 103.358887018004, 388.2342907627, 188.298629484491
910, 42898.6001970609, 13667.9871595983, 65024.884668948, 68047.3103834803, 101.296217110772, 372.077414506455, 188.298629484491
911, 39577.5026890697, 12554.1202146663, 65024.884668948, 68047.3103834803, 99.5593328352507, 355.322288391607, 188.298629484491
912, 36609.5378964421, 11527.471048815, 65024.884668948, 68047.3103834803, 91.509225593443, 333.22204218535, 188.298629484491
913, 33732.2036537892, 10559.5477840289, 65024.884668948, 68047.3103834803, 90.0649988679321, 321.000884633543, 188.298629484491
914, 31781.7526202104, 9916.8363839144, 65024.884668948, 68047.3103834803, 91.4995667139293, 316.408932829306, 188.298629484491
915, 30273.2192385547, 9405.51329927487, 65024.884668948, 68047.3103834803, 89.024605843117, 308.563003734114, 188.298629484491
916, 29661.6785261564, 9207.99562645197, 65024.884668948, 68047.3103834803, 90.2865255796953, 308.358025336685, 188.298629484491
917, 28904.6436564589, 8929.64343442576, 65024.884668948, 68047.3103834803, 86.2544767124382, 300.980454634149, 188.298629484491
918, 28892.1669021831, 8943.96806116226, 65024.884668948, 68047.3103834803, 88.0303588331261, 303.22539119817, 188.298629484491
919, 28424.3969536221, 8805.05391087592, 65024.884668948, 68047.3103834803, 91.3138220216445, 306.15324428813, 188.298629484491
920, 30633.0396433209, 9554.14890194331, 65024.884668948, 68047.3103834803, 92.3264138375789, 313.828869426108, 188.298629484491
921, 33370.7123210862, 10478.1475513216, 65024.884668948, 68047.3103834803, 94.9075528106861, 325.956041903166, 188.298629484491
922, 36560.1711032074, 11539.1634991084, 65024.884668948, 68047.3103834803, 95.0308814712479, 337.465459235341, 188.298629484491
923, 39637.4940938179, 12597.2714652077, 65024.884668948, 68047.3103834803, 102.478932258274, 359.342149305714, 188.298629484491
924, 41900.9703695237, 13354.0183787262, 65024.884668948, 68047.3103834803, 102.904841144269, 369.60967103345, 188.298629484491
925, 44753.1355146006, 14300.4603114753, 65024.884668948, 68047.3103834803, 102.305786293324, 381.988055141221, 188.298629484491
926, 46506.0519011524, 14878.0203749876, 65024.884668948, 68047.3103834803, 101.512472846449, 389.606316358234, 188.298629484491
927, 48691.831575752, 15617.1896624793, 65024.884668948, 68047.3103834803, 104.162992215955, 404.431258757119, 188.298629484491
928, 49672.6825502399, 15920.7537135992, 65024.884668948, 68047.3103834803, 99.0528663774103, 403.054038873456, 188.298629484491
929, 49888.0964566722, 15986.0909240234, 65024.884668948, 68047.3103834803, 97.6056236465486, 402.349782925344, 188.298629484491
